ELEMENT,Axis_0,Axis_1,C_PE_WE,C_PE_WE_P,C_PHYLO_RPE2,C_PHYLO_RPE_DIFF2,C_PHYLO_RPE_NULL2,P_PE_WE,P_PE_WE_P,P_PHYLO_RPE2,P_PHYLO_RPE_DIFF2,P_PHYLO_RPE_NULL2,Q_PE_WE,Q_PE_WE_P,Q_PHYLO_RPE2,Q_PHYLO_RPE_DIFF2,Q_PHYLO_RPE_NULL2
-1225000:-3525000,-1225000,-3525000,692,692,211,58,925,0.692692692692693,0.692692692692693,0.211211211211211,0.0580580580580581,0.925925925925926,999,999,999,999,999
-1225000:-3575000,-1225000,-3575000,925,925,272,21,995,0.925925925925926,0.925925925925926,0.272272272272272,0.021021021021021,0.995995995995996,999,999,999,999,999
-1225000:-3625000,-1225000,-3625000,928,928,567,550,988,0.928928928928929,0.928928928928929,0.567567567567568,0.550550550550551,0.988988988988989,999,999,999,999,999
-1225000:-3675000,-1225000,-3675000,993,993,923,985,999,0.993993993993994,0.993993993993994,0.923923923923924,0.985985985985986,1,999,999,999,999,999
-1225000:-3725000,-1225000,-3725000,959,959,680,749,986,0.95995995995996,0.95995995995996,0.680680680680681,0.74974974974975,0.986986986986987,999,999,999,999,999
-1225000:-3775000,-1225000,-3775000,992,992,934,987,999,0.992992992992993,0.992992992992993,0.934934934934935,0.987987987987988,1,999,999,999,999,999
-1225000:-3825000,-1225000,-3825000,996,996,829,982,999,0.996996996996997,0.996996996996997,0.82982982982983,0.982982982982983,1,999,999,999,999,999
-1225000:-3875000,-1225000,-3875000,967,967,712,778,990,0.967967967967968,0.967967967967968,0.712712712712713,0.778778778778779,0.990990990990991,999,999,999,999,999
-125000:-1225000,-125000,-1225000,734,734,901,867,330,0.734734734734735,0.734734734734735,0.901901901901902,0.867867867867868,0.33033033033033,999,999,999,999,999
-125000:-1275000,-125000,-1275000,771,771,831,834,513,0.771771771771772,0.771771771771772,0.831831831831832,0.834834834834835,0.513513513513513,999,999,999,999,999
-125000:-1325000,-125000,-1325000,490,490,621,621,378,0.49049049049049,0.49049049049049,0.621621621621622,0.621621621621622,0.378378378378378,999,999,999,999,999
-125000:-1375000,-125000,-1375000,621,621,829,808,268,0.621621621621622,0.621621621621622,0.82982982982983,0.808808808808809,0.268268268268268,999,999,999,999,999
-125000:-1425000,-125000,-1425000,343,343,501,522,272,0.343343343343343,0.343343343343343,0.501501501501502,0.522522522522523,0.272272272272272,999,999,999,999,999
-125000:-1475000,-125000,-1475000,362,362,407,413,397,0.362362362362362,0.362362362362362,0.407407407407407,0.413413413413413,0.397397397397397,999,999,999,999,999
-125000:-1525000,-125000,-1525000,138,138,168,236,344,0.138138138138138,0.138138138138138,0.168168168168168,0.236236236236236,0.344344344344344,999,999,999,999,999
-125000:-1575000,-125000,-1575000,300,300,586,604,136,0.3003003003003,0.3003003003003,0.586586586586587,0.604604604604605,0.136136136136136,999,999,999,999,999
-125000:-1625000,-125000,-1625000,414,414,453,428,442,0.414414414414414,0.414414414414414,0.453453453453453,0.428428428428428,0.442442442442442,999,999,999,999,999
-125000:-1675000,-125000,-1675000,410,410,604,605,250,0.41041041041041,0.41041041041041,0.604604604604605,0.605605605605606,0.25025025025025,999,999,999,999,999
-125000:-1725000,-125000,-1725000,72,72,226,336,113,0.0720720720720721,0.0720720720720721,0.226226226226226,0.336336336336336,0.113113113113113,999,999,999,999,999
-125000:-1775000,-125000,-1775000,89,89,217,341,149,0.0890890890890891,0.0890890890890891,0.217217217217217,0.341341341341341,0.149149149149149,999,999,999,999,999
-125000:-1825000,-125000,-1825000,487,487,611,615,332,0.487487487487487,0.487487487487487,0.611611611611612,0.615615615615616,0.332332332332332,999,999,999,999,999
-125000:-1875000,-125000,-1875000,279,279,377,403,265,0.279279279279279,0.279279279279279,0.377377377377377,0.403403403403403,0.265265265265265,999,999,999,999,999
-125000:-1925000,-125000,-1925000,67,67,221,326,89,0.0670670670670671,0.0670670670670671,0.221221221221221,0.326326326326326,0.0890890890890891,999,999,999,999,999
-125000:-1975000,-125000,-1975000,618,618,776,759,338,0.618618618618619,0.618618618618619,0.776776776776777,0.75975975975976,0.338338338338338,999,999,999,999,999
-125000:-2075000,-125000,-2075000,241,241,501,530,128,0.241241241241241,0.241241241241241,0.501501501501502,0.530530530530531,0.128128128128128,999,999,999,999,999
-125000:-2125000,-125000,-2125000,227,227,297,361,305,0.227227227227227,0.227227227227227,0.297297297297297,0.361361361361361,0.305305305305305,999,999,999,999,999
-125000:-2225000,-125000,-2225000,288,288,672,663,84,0.288288288288288,0.288288288288288,0.672672672672673,0.663663663663664,0.0840840840840841,999,999,999,999,999
-125000:-2275000,-125000,-2275000,32,32,367,518,2,0.032032032032032,0.032032032032032,0.367367367367367,0.518518518518518,0.002002002002002,999,999,999,999,999
-125000:-2325000,-125000,-2325000,565,565,941,865,12,0.565565565565566,0.565565565565566,0.941941941941942,0.865865865865866,0.012012012012012,999,999,999,999,999
-125000:-2375000,-125000,-2375000,27,27,427,584,7,0.027027027027027,0.027027027027027,0.427427427427427,0.584584584584585,0.00700700700700701,999,999,999,999,999
-125000:-2425000,-125000,-2425000,136,136,570,589,14,0.136136136136136,0.136136136136136,0.570570570570571,0.58958958958959,0.014014014014014,999,999,999,999,999
-125000:-2475000,-125000,-2475000,230,230,585,608,70,0.23023023023023,0.23023023023023,0.585585585585586,0.608608608608609,0.0700700700700701,999,999,999,999,999
-125000:-2525000,-125000,-2525000,328,328,841,806,30,0.328328328328328,0.328328328328328,0.841841841841842,0.806806806806807,0.03003003003003,999,999,999,999,999
-125000:-2575000,-125000,-2575000,206,206,811,737,6,0.206206206206206,0.206206206206206,0.811811811811812,0.737737737737738,0.00600600600600601,999,999,999,999,999
-125000:-2625000,-125000,-2625000,755,755,962,913,88,0.755755755755756,0.755755755755756,0.962962962962963,0.913913913913914,0.0880880880880881,999,999,999,999,999
-125000:-2675000,-125000,-2675000,403,403,771,745,73,0.403403403403403,0.403403403403403,0.771771771771772,0.745745745745746,0.0730730730730731,999,999,999,999,999
-125000:-2725000,-125000,-2725000,196,196,508,524,81,0.196196196196196,0.196196196196196,0.508508508508508,0.524524524524524,0.0810810810810811,999,999,999,999,999
-125000:-2775000,-125000,-2775000,513,513,180,84,794,0.513513513513513,0.513513513513513,0.18018018018018,0.0840840840840841,0.794794794794795,999,999,999,999,999
-125000:-2825000,-125000,-2825000,92,92,544,606,10,0.0920920920920921,0.0920920920920921,0.544544544544545,0.606606606606607,0.01001001001001,999,999,999,999,999
-125000:-2875000,-125000,-2875000,268,268,824,745,5,0.268268268268268,0.268268268268268,0.824824824824825,0.745745745745746,0.005005005005005,999,999,999,999,999
-125000:-2975000,-125000,-2975000,39,39,253,407,53,0.039039039039039,0.039039039039039,0.253253253253253,0.407407407407407,0.0530530530530531,999,999,999,999,999
-125000:-3025000,-125000,-3025000,347,347,579,619,136,0.347347347347347,0.347347347347347,0.57957957957958,0.61961961961962,0.136136136136136,999,999,999,999,999
-125000:-3075000,-125000,-3075000,30,30,264,466,17,0.03003003003003,0.03003003003003,0.264264264264264,0.466466466466466,0.017017017017017,999,999,999,999,999
-125000:-3125000,-125000,-3125000,45,45,347,497,24,0.045045045045045,0.045045045045045,0.347347347347347,0.497497497497497,0.024024024024024,999,999,999,999,999
-125000:-3175000,-125000,-3175000,14,14,178,443,64,0.014014014014014,0.014014014014014,0.178178178178178,0.443443443443443,0.0640640640640641,999,999,999,999,999
-125000:-3225000,-125000,-3225000,34,34,417,572,12,0.034034034034034,0.034034034034034,0.417417417417417,0.572572572572573,0.012012012012012,999,999,999,999,999
-125000:-3375000,-125000,-3375000,134,134,420,553,162,0.134134134134134,0.134134134134134,0.42042042042042,0.553553553553554,0.162162162162162,999,999,999,999,999
-125000:-3425000,-125000,-3425000,180,180,432,519,95,0.18018018018018,0.18018018018018,0.432432432432432,0.519519519519519,0.0950950950950951,999,999,999,999,999
-1275000:-2225000,-1275000,-2225000,35,35,115,262,104,0.035035035035035,0.035035035035035,0.115115115115115,0.262262262262262,0.104104104104104,999,999,999,999,999
-1275000:-2275000,-1275000,-2275000,63,63,198,304,122,0.0630630630630631,0.0630630630630631,0.198198198198198,0.304304304304304,0.122122122122122,999,999,999,999,999
-1275000:-2325000,-1275000,-2325000,461,461,538,551,396,0.461461461461461,0.461461461461461,0.538538538538539,0.551551551551552,0.396396396396396,999,999,999,999,999
-1275000:-2375000,-1275000,-2375000,558,558,702,698,307,0.558558558558559,0.558558558558559,0.702702702702703,0.698698698698699,0.307307307307307,999,999,999,999,999
-1275000:-2425000,-1275000,-2425000,822,822,618,525,840,0.822822822822823,0.822822822822823,0.618618618618619,0.525525525525526,0.840840840840841,999,999,999,999,999
-1275000:-2475000,-1275000,-2475000,225,225,164,195,528,0.225225225225225,0.225225225225225,0.164164164164164,0.195195195195195,0.528528528528528,999,999,999,999,999
-1275000:-2525000,-1275000,-2525000,550,550,541,540,538,0.550550550550551,0.550550550550551,0.541541541541542,0.540540540540541,0.538538538538539,999,999,999,999,999
-1275000:-2575000,-1275000,-2575000,426,426,501,501,382,0.426426426426426,0.426426426426426,0.501501501501502,0.501501501501502,0.382382382382382,999,999,999,999,999
-1275000:-2625000,-1275000,-2625000,922,922,894,943,818,0.922922922922923,0.922922922922923,0.894894894894895,0.943943943943944,0.818818818818819,999,999,999,999,999
-1275000:-2675000,-1275000,-2675000,957,957,989,980,749,0.957957957957958,0.957957957957958,0.98998998998999,0.980980980980981,0.74974974974975,999,999,999,999,999
-1275000:-2725000,-1275000,-2725000,477,477,346,321,536,0.477477477477477,0.477477477477477,0.346346346346346,0.321321321321321,0.536536536536537,999,999,999,999,999
-1275000:-2775000,-1275000,-2775000,88,88,70,129,427,0.0880880880880881,0.0880880880880881,0.0700700700700701,0.129129129129129,0.427427427427427,999,999,999,999,999
-1275000:-2825000,-1275000,-2825000,508,508,670,662,273,0.508508508508508,0.508508508508508,0.670670670670671,0.662662662662663,0.273273273273273,999,999,999,999,999
-1275000:-2875000,-1275000,-2875000,585,585,764,752,263,0.585585585585586,0.585585585585586,0.764764764764765,0.752752752752753,0.263263263263263,999,999,999,999,999
-1275000:-2925000,-1275000,-2925000,768,768,942,902,191,0.768768768768769,0.768768768768769,0.942942942942943,0.902902902902903,0.191191191191191,999,999,999,999,999
-1275000:-2975000,-1275000,-2975000,531,531,788,761,144,0.531531531531532,0.531531531531532,0.788788788788789,0.761761761761762,0.144144144144144,999,999,999,999,999
-1275000:-3025000,-1275000,-3025000,256,256,515,585,121,0.256256256256256,0.256256256256256,0.515515515515516,0.585585585585586,0.121121121121121,999,999,999,999,999
-1275000:-3075000,-1275000,-3075000,736,736,518,344,773,0.736736736736737,0.736736736736737,0.518518518518518,0.344344344344344,0.773773773773774,999,999,999,999,999
-1275000:-3125000,-1275000,-3125000,338,338,549,563,203,0.338338338338338,0.338338338338338,0.54954954954955,0.563563563563564,0.203203203203203,999,999,999,999,999
-1275000:-3175000,-1275000,-3175000,128,128,351,455,99,0.128128128128128,0.128128128128128,0.351351351351351,0.455455455455455,0.0990990990990991,999,999,999,999,999
-1275000:-3225000,-1275000,-3225000,95,95,160,335,335,0.0950950950950951,0.0950950950950951,0.16016016016016,0.335335335335335,0.335335335335335,999,999,999,999,999
-1275000:-3375000,-1275000,-3375000,571,571,279,166,779,0.571571571571572,0.571571571571572,0.279279279279279,0.166166166166166,0.77977977977978,999,999,999,999,999
-1275000:-3425000,-1275000,-3425000,898,898,744,800,916,0.898898898898899,0.898898898898899,0.744744744744745,0.800800800800801,0.916916916916917,999,999,999,999,999
-1275000:-3475000,-1275000,-3475000,552,552,306,231,773,0.552552552552553,0.552552552552553,0.306306306306306,0.231231231231231,0.773773773773774,999,999,999,999,999
-1275000:-3525000,-1275000,-3525000,786,786,479,454,879,0.786786786786787,0.786786786786787,0.479479479479479,0.454454454454454,0.87987987987988,999,999,999,999,999
-1275000:-3575000,-1275000,-3575000,972,972,708,824,989,0.972972972972973,0.972972972972973,0.708708708708709,0.824824824824825,0.98998998998999,999,999,999,999,999
-1275000:-3625000,-1275000,-3625000,896,896,303,96,980,0.896896896896897,0.896896896896897,0.303303303303303,0.0960960960960961,0.980980980980981,999,999,999,999,999
-1275000:-3675000,-1275000,-3675000,943,943,759,834,969,0.943943943943944,0.943943943943944,0.75975975975976,0.834834834834835,0.96996996996997,999,999,999,999,999
-1275000:-3725000,-1275000,-3725000,970,970,430,92,994,0.970970970970971,0.970970970970971,0.43043043043043,0.0920920920920921,0.994994994994995,999,999,999,999,999
-1275000:-3775000,-1275000,-3775000,988,988,575,422,999,0.988988988988989,0.988988988988989,0.575575575575576,0.422422422422422,1,999,999,999,999,999
-1275000:-3825000,-1275000,-3825000,996,996,919,985,999,0.996996996996997,0.996996996996997,0.91991991991992,0.985985985985986,1,999,999,999,999,999
-1275000:-3875000,-1275000,-3875000,993,993,955,993,999,0.993993993993994,0.993993993993994,0.955955955955956,0.993993993993994,1,999,999,999,999,999
-1275000:-3925000,-1275000,-3925000,972,972,806,914,987,0.972972972972973,0.972972972972973,0.806806806806807,0.914914914914915,0.987987987987988,999,999,999,999,999
-1325000:-2225000,-1325000,-2225000,258,258,236,262,410,0.258258258258258,0.258258258258258,0.236236236236236,0.262262262262262,0.41041041041041,999,999,999,999,999
-1325000:-2275000,-1325000,-2275000,235,235,693,666,34,0.235235235235235,0.235235235235235,0.693693693693694,0.666666666666667,0.034034034034034,999,999,999,999,999
-1325000:-2325000,-1325000,-2325000,661,661,585,471,635,0.661661661661662,0.661661661661662,0.585585585585586,0.471471471471471,0.635635635635636,999,999,999,999,999
-1325000:-2375000,-1325000,-2375000,259,259,682,670,53,0.259259259259259,0.259259259259259,0.682682682682683,0.670670670670671,0.0530530530530531,999,999,999,999,999
-1325000:-2425000,-1325000,-2425000,616,616,762,757,335,0.616616616616617,0.616616616616617,0.762762762762763,0.757757757757758,0.335335335335335,999,999,999,999,999
-1325000:-2475000,-1325000,-2475000,529,529,502,502,523,0.529529529529529,0.529529529529529,0.502502502502503,0.502502502502503,0.523523523523523,999,999,999,999,999
-1325000:-2525000,-1325000,-2525000,459,459,566,565,330,0.459459459459459,0.459459459459459,0.566566566566567,0.565565565565566,0.33033033033033,999,999,999,999,999
-1325000:-2575000,-1325000,-2575000,621,621,619,619,557,0.621621621621622,0.621621621621622,0.61961961961962,0.61961961961962,0.557557557557558,999,999,999,999,999
-1325000:-2625000,-1325000,-2625000,320,320,398,418,339,0.32032032032032,0.32032032032032,0.398398398398398,0.418418418418418,0.339339339339339,999,999,999,999,999
-1325000:-2675000,-1325000,-2675000,815,815,860,866,600,0.815815815815816,0.815815815815816,0.860860860860861,0.866866866866867,0.600600600600601,999,999,999,999,999
-1325000:-2725000,-1325000,-2725000,639,639,535,455,678,0.63963963963964,0.63963963963964,0.535535535535536,0.455455455455455,0.678678678678679,999,999,999,999,999
-1325000:-2775000,-1325000,-2775000,78,78,187,389,266,0.0780780780780781,0.0780780780780781,0.187187187187187,0.389389389389389,0.266266266266266,999,999,999,999,999
-1325000:-2825000,-1325000,-2825000,872,872,944,924,477,0.872872872872873,0.872872872872873,0.944944944944945,0.924924924924925,0.477477477477477,999,999,999,999,999
-1325000:-2875000,-1325000,-2875000,776,776,910,876,383,0.776776776776777,0.776776776776777,0.910910910910911,0.876876876876877,0.383383383383383,999,999,999,999,999
-1325000:-2925000,-1325000,-2925000,177,177,584,607,38,0.177177177177177,0.177177177177177,0.584584584584585,0.607607607607608,0.038038038038038,999,999,999,999,999
-1325000:-2975000,-1325000,-2975000,32,32,174,292,76,0.032032032032032,0.032032032032032,0.174174174174174,0.292292292292292,0.0760760760760761,999,999,999,999,999
-1325000:-3025000,-1325000,-3025000,72,72,145,328,284,0.0720720720720721,0.0720720720720721,0.145145145145145,0.328328328328328,0.284284284284284,999,999,999,999,999
-1325000:-3075000,-1325000,-3075000,5,5,63,321,77,0.005005005005005,0.005005005005005,0.0630630630630631,0.321321321321321,0.0770770770770771,999,999,999,999,999
-1325000:-3125000,-1325000,-3125000,445,445,109,55,826,0.445445445445445,0.445445445445445,0.109109109109109,0.0550550550550551,0.826826826826827,999,999,999,999,999
-1325000:-3175000,-1325000,-3175000,2,2,159,470,39,0.002002002002002,0.002002002002002,0.159159159159159,0.47047047047047,0.039039039039039,999,999,999,999,999
-1325000:-3225000,-1325000,-3225000,980,980,980,987,825,0.980980980980981,0.980980980980981,0.980980980980981,0.987987987987988,0.825825825825826,999,999,999,999,999
-1325000:-3275000,-1325000,-3275000,775,775,518,278,846,0.775775775775776,0.775775775775776,0.518518518518518,0.278278278278278,0.846846846846847,999,999,999,999,999
-1325000:-3325000,-1325000,-3325000,964,964,830,918,967,0.964964964964965,0.964964964964965,0.830830830830831,0.918918918918919,0.967967967967968,999,999,999,999,999
-1325000:-3375000,-1325000,-3375000,917,917,399,161,980,0.917917917917918,0.917917917917918,0.399399399399399,0.161161161161161,0.980980980980981,999,999,999,999,999
-1325000:-3425000,-1325000,-3425000,668,668,594,603,634,0.668668668668669,0.668668668668669,0.594594594594595,0.603603603603604,0.634634634634635,999,999,999,999,999
-1325000:-3475000,-1325000,-3475000,984,984,988,991,900,0.984984984984985,0.984984984984985,0.988988988988989,0.991991991991992,0.900900900900901,999,999,999,999,999
-1325000:-3525000,-1325000,-3525000,953,953,871,934,945,0.953953953953954,0.953953953953954,0.871871871871872,0.934934934934935,0.945945945945946,999,999,999,999,999
-1325000:-3575000,-1325000,-3575000,951,951,910,950,884,0.951951951951952,0.951951951951952,0.910910910910911,0.950950950950951,0.884884884884885,999,999,999,999,999
-1325000:-3625000,-1325000,-3625000,762,762,189,33,969,0.762762762762763,0.762762762762763,0.189189189189189,0.033033033033033,0.96996996996997,999,999,999,999,999
-1325000:-3675000,-1325000,-3675000,905,905,717,757,917,0.905905905905906,0.905905905905906,0.717717717717718,0.757757757757758,0.917917917917918,999,999,999,999,999
-1325000:-3725000,-1325000,-3725000,938,938,626,579,967,0.938938938938939,0.938938938938939,0.626626626626627,0.57957957957958,0.967967967967968,999,999,999,999,999
