ELEMENT,Axis_0,Axis_1,C_PE_WE,C_PE_WE_P,C_PHYLO_RPE2,C_PHYLO_RPE_DIFF2,C_PHYLO_RPE_NULL2,P_PE_WE,P_PE_WE_P,P_PHYLO_RPE2,P_PHYLO_RPE_DIFF2,P_PHYLO_RPE_NULL2,Q_PE_WE,Q_PE_WE_P,Q_PHYLO_RPE2,Q_PHYLO_RPE_DIFF2,Q_PHYLO_RPE_NULL2
1275000:-4675000,1275000,-4675000,983,983,987,986,892,0.983983983983984,0.983983983983984,0.987987987987988,0.986986986986987,0.892892892892893,999,999,999,999,999
1275000:-4725000,1275000,-4725000,963,963,981,973,736,0.963963963963964,0.963963963963964,0.981981981981982,0.973973973973974,0.736736736736737,999,999,999,999,999
1275000:-4775000,1275000,-4775000,780,780,659,671,784,0.780780780780781,0.780780780780781,0.65965965965966,0.671671671671672,0.784784784784785,999,999,999,999,999
1275000:-4825000,1275000,-4825000,402,402,279,226,587,0.402402402402402,0.402402402402402,0.279279279279279,0.226226226226226,0.587587587587588,999,999,999,999,999
1325000:-1575000,1325000,-1575000,493,493,495,471,503,0.493493493493493,0.493493493493493,0.495495495495495,0.471471471471471,0.503503503503503,999,999,999,999,999
1325000:-1625000,1325000,-1625000,189,189,361,424,166,0.189189189189189,0.189189189189189,0.361361361361361,0.424424424424424,0.166166166166166,999,999,999,999,999
1325000:-1675000,1325000,-1675000,357,357,446,460,327,0.357357357357357,0.357357357357357,0.446446446446446,0.46046046046046,0.327327327327327,999,999,999,999,999
1325000:-1725000,1325000,-1725000,76,76,234,334,111,0.0760760760760761,0.0760760760760761,0.234234234234234,0.334334334334334,0.111111111111111,999,999,999,999,999
1325000:-1775000,1325000,-1775000,283,283,412,451,252,0.283283283283283,0.283283283283283,0.412412412412412,0.451451451451451,0.252252252252252,999,999,999,999,999
1325000:-1825000,1325000,-1825000,799,799,762,817,664,0.7997997997998,0.7997997997998,0.762762762762763,0.817817817817818,0.664664664664665,999,999,999,999,999
1325000:-1875000,1325000,-1875000,32,32,326,495,16,0.032032032032032,0.032032032032032,0.326326326326326,0.495495495495495,0.016016016016016,999,999,999,999,999
1325000:-1925000,1325000,-1925000,83,83,242,385,145,0.0830830830830831,0.0830830830830831,0.242242242242242,0.385385385385385,0.145145145145145,999,999,999,999,999
1325000:-1975000,1325000,-1975000,279,279,767,732,24,0.279279279279279,0.279279279279279,0.767767767767768,0.732732732732733,0.024024024024024,999,999,999,999,999
1325000:-2025000,1325000,-2025000,112,112,266,381,144,0.112112112112112,0.112112112112112,0.266266266266266,0.381381381381381,0.144144144144144,999,999,999,999,999
1325000:-2075000,1325000,-2075000,368,368,827,775,28,0.368368368368368,0.368368368368368,0.827827827827828,0.775775775775776,0.028028028028028,999,999,999,999,999
1325000:-2125000,1325000,-2125000,166,166,463,542,87,0.166166166166166,0.166166166166166,0.463463463463463,0.542542542542543,0.0870870870870871,999,999,999,999,999
1325000:-2175000,1325000,-2175000,916,916,892,928,815,0.916916916916917,0.916916916916917,0.892892892892893,0.928928928928929,0.815815815815816,999,999,999,999,999
1325000:-2225000,1325000,-2225000,281,281,830,786,20,0.281281281281281,0.281281281281281,0.830830830830831,0.786786786786787,0.02002002002002,999,999,999,999,999
1325000:-2275000,1325000,-2275000,95,95,54,81,452,0.0950950950950951,0.0950950950950951,0.0540540540540541,0.0810810810810811,0.452452452452452,999,999,999,999,999
1325000:-2325000,1325000,-2325000,122,122,641,643,5,0.122122122122122,0.122122122122122,0.641641641641642,0.643643643643644,0.005005005005005,999,999,999,999,999
1325000:-2375000,1325000,-2375000,7,7,64,242,68,0.00700700700700701,0.00700700700700701,0.0640640640640641,0.242242242242242,0.0680680680680681,999,999,999,999,999
1325000:-2425000,1325000,-2425000,219,219,309,341,289,0.219219219219219,0.219219219219219,0.309309309309309,0.341341341341341,0.289289289289289,999,999,999,999,999
1325000:-2475000,1325000,-2475000,136,136,66,143,517,0.136136136136136,0.136136136136136,0.0660660660660661,0.143143143143143,0.517517517517518,999,999,999,999,999
1325000:-2525000,1325000,-2525000,133,133,375,476,88,0.133133133133133,0.133133133133133,0.375375375375375,0.476476476476476,0.0880880880880881,999,999,999,999,999
1325000:-2575000,1325000,-2575000,320,320,108,126,719,0.32032032032032,0.32032032032032,0.108108108108108,0.126126126126126,0.71971971971972,999,999,999,999,999
1325000:-2625000,1325000,-2625000,112,112,127,213,327,0.112112112112112,0.112112112112112,0.127127127127127,0.213213213213213,0.327327327327327,999,999,999,999,999
1325000:-2675000,1325000,-2675000,205,205,240,277,368,0.205205205205205,0.205205205205205,0.24024024024024,0.277277277277277,0.368368368368368,999,999,999,999,999
1325000:-2725000,1325000,-2725000,82,82,148,252,248,0.0820820820820821,0.0820820820820821,0.148148148148148,0.252252252252252,0.248248248248248,999,999,999,999,999
1325000:-2775000,1325000,-2775000,5,5,7,85,318,0.005005005005005,0.005005005005005,0.00700700700700701,0.0850850850850851,0.318318318318318,999,999,999,999,999
1325000:-2825000,1325000,-2825000,316,316,23,31,868,0.316316316316316,0.316316316316316,0.023023023023023,0.031031031031031,0.868868868868869,999,999,999,999,999
1325000:-2875000,1325000,-2875000,28,28,74,240,179,0.028028028028028,0.028028028028028,0.0740740740740741,0.24024024024024,0.179179179179179,999,999,999,999,999
1325000:-2925000,1325000,-2925000,58,58,18,90,575,0.0580580580580581,0.0580580580580581,0.018018018018018,0.0900900900900901,0.575575575575576,999,999,999,999,999
1325000:-2975000,1325000,-2975000,194,194,583,614,43,0.194194194194194,0.194194194194194,0.583583583583584,0.614614614614615,0.043043043043043,999,999,999,999,999
1325000:-3025000,1325000,-3025000,111,111,146,281,348,0.111111111111111,0.111111111111111,0.146146146146146,0.281281281281281,0.348348348348348,999,999,999,999,999
1325000:-3075000,1325000,-3075000,179,179,222,279,352,0.179179179179179,0.179179179179179,0.222222222222222,0.279279279279279,0.352352352352352,999,999,999,999,999
1325000:-3125000,1325000,-3125000,16,16,272,450,10,0.016016016016016,0.016016016016016,0.272272272272272,0.45045045045045,0.01001001001001,999,999,999,999,999
1325000:-3175000,1325000,-3175000,28,28,194,373,39,0.028028028028028,0.028028028028028,0.194194194194194,0.373373373373373,0.039039039039039,999,999,999,999,999
1325000:-3225000,1325000,-3225000,156,156,777,725,3,0.156156156156156,0.156156156156156,0.777777777777778,0.725725725725726,0.003003003003003,999,999,999,999,999
1325000:-3275000,1325000,-3275000,277,277,595,611,97,0.277277277277277,0.277277277277277,0.595595595595596,0.611611611611612,0.0970970970970971,999,999,999,999,999
1325000:-3325000,1325000,-3325000,39,39,411,508,11,0.039039039039039,0.039039039039039,0.411411411411411,0.508508508508508,0.011011011011011,999,999,999,999,999
1325000:-3375000,1325000,-3375000,18,18,182,371,18,0.018018018018018,0.018018018018018,0.182182182182182,0.371371371371371,0.018018018018018,999,999,999,999,999
1325000:-3425000,1325000,-3425000,11,11,192,379,11,0.011011011011011,0.011011011011011,0.192192192192192,0.379379379379379,0.011011011011011,999,999,999,999,999
1325000:-3475000,1325000,-3475000,52,52,445,544,6,0.0520520520520521,0.0520520520520521,0.445445445445445,0.544544544544545,0.00600600600600601,999,999,999,999,999
1325000:-3525000,1325000,-3525000,126,126,523,549,23,0.126126126126126,0.126126126126126,0.523523523523523,0.54954954954955,0.023023023023023,999,999,999,999,999
1325000:-3575000,1325000,-3575000,147,147,237,317,206,0.147147147147147,0.147147147147147,0.237237237237237,0.317317317317317,0.206206206206206,999,999,999,999,999
1325000:-3625000,1325000,-3625000,437,437,365,332,563,0.437437437437437,0.437437437437437,0.365365365365365,0.332332332332332,0.563563563563564,999,999,999,999,999
1325000:-3675000,1325000,-3675000,306,306,284,275,415,0.306306306306306,0.306306306306306,0.284284284284284,0.275275275275275,0.415415415415415,999,999,999,999,999
1325000:-3725000,1325000,-3725000,188,188,285,331,249,0.188188188188188,0.188188188188188,0.285285285285285,0.331331331331331,0.249249249249249,999,999,999,999,999
1325000:-3775000,1325000,-3775000,79,79,56,93,434,0.0790790790790791,0.0790790790790791,0.0560560560560561,0.0930930930930931,0.434434434434434,999,999,999,999,999
1325000:-3825000,1325000,-3825000,8,8,5,16,573,0.00800800800800801,0.00800800800800801,0.005005005005005,0.016016016016016,0.573573573573574,999,999,999,999,999
1325000:-3875000,1325000,-3875000,100,100,89,151,392,0.1001001001001,0.1001001001001,0.0890890890890891,0.151151151151151,0.392392392392392,999,999,999,999,999
1325000:-3925000,1325000,-3925000,125,125,224,319,222,0.125125125125125,0.125125125125125,0.224224224224224,0.319319319319319,0.222222222222222,999,999,999,999,999
1325000:-3975000,1325000,-3975000,172,172,337,404,176,0.172172172172172,0.172172172172172,0.337337337337337,0.404404404404404,0.176176176176176,999,999,999,999,999
1325000:-4025000,1325000,-4025000,577,577,797,778,235,0.577577577577578,0.577577577577578,0.797797797797798,0.778778778778779,0.235235235235235,999,999,999,999,999
1325000:-4075000,1325000,-4075000,947,947,682,747,977,0.947947947947948,0.947947947947948,0.682682682682683,0.747747747747748,0.977977977977978,999,999,999,999,999
1325000:-4125000,1325000,-4125000,884,884,744,790,877,0.884884884884885,0.884884884884885,0.744744744744745,0.790790790790791,0.877877877877878,999,999,999,999,999
1325000:-4175000,1325000,-4175000,880,880,570,553,936,0.880880880880881,0.880880880880881,0.570570570570571,0.553553553553554,0.936936936936937,999,999,999,999,999
1325000:-4225000,1325000,-4225000,324,324,239,214,515,0.324324324324324,0.324324324324324,0.239239239239239,0.214214214214214,0.515515515515516,999,999,999,999,999
1325000:-4275000,1325000,-4275000,662,662,863,829,232,0.662662662662663,0.662662662662663,0.863863863863864,0.82982982982983,0.232232232232232,999,999,999,999,999
1325000:-4375000,1325000,-4375000,386,386,180,158,694,0.386386386386386,0.386386386386386,0.18018018018018,0.158158158158158,0.694694694694695,999,999,999,999,999
1325000:-4525000,1325000,-4525000,767,767,779,787,604,0.767767767767768,0.767767767767768,0.77977977977978,0.787787787787788,0.604604604604605,999,999,999,999,999
1325000:-4575000,1325000,-4575000,394,394,317,280,535,0.394394394394394,0.394394394394394,0.317317317317317,0.28028028028028,0.535535535535536,999,999,999,999,999
1325000:-4625000,1325000,-4625000,947,947,968,968,700,0.947947947947948,0.947947947947948,0.968968968968969,0.968968968968969,0.700700700700701,999,999,999,999,999
1325000:-4675000,1325000,-4675000,966,966,985,984,754,0.966966966966967,0.966966966966967,0.985985985985986,0.984984984984985,0.754754754754755,999,999,999,999,999
1325000:-4725000,1325000,-4725000,946,946,977,974,651,0.946946946946947,0.946946946946947,0.977977977977978,0.974974974974975,0.651651651651652,999,999,999,999,999
1325000:-4775000,1325000,-4775000,351,351,314,296,495,0.351351351351351,0.351351351351351,0.314314314314314,0.296296296296296,0.495495495495495,999,999,999,999,999
1325000:-4825000,1325000,-4825000,797,797,836,845,607,0.797797797797798,0.797797797797798,0.836836836836837,0.845845845845846,0.607607607607608,999,999,999,999,999
1375000:-1575000,1375000,-1575000,225,225,156,196,525,0.225225225225225,0.225225225225225,0.156156156156156,0.196196196196196,0.525525525525526,999,999,999,999,999
1375000:-1625000,1375000,-1625000,347,347,336,324,497,0.347347347347347,0.347347347347347,0.336336336336336,0.324324324324324,0.497497497497497,999,999,999,999,999
1375000:-1675000,1375000,-1675000,307,307,395,431,330,0.307307307307307,0.307307307307307,0.395395395395395,0.431431431431431,0.33033033033033,999,999,999,999,999
1375000:-1725000,1375000,-1725000,160,160,283,381,205,0.16016016016016,0.16016016016016,0.283283283283283,0.381381381381381,0.205205205205205,999,999,999,999,999
1375000:-1775000,1375000,-1775000,263,263,639,636,85,0.263263263263263,0.263263263263263,0.63963963963964,0.636636636636637,0.0850850850850851,999,999,999,999,999
1375000:-1825000,1375000,-1825000,167,167,385,463,123,0.167167167167167,0.167167167167167,0.385385385385385,0.463463463463463,0.123123123123123,999,999,999,999,999
1375000:-1875000,1375000,-1875000,26,26,210,363,27,0.026026026026026,0.026026026026026,0.21021021021021,0.363363363363363,0.027027027027027,999,999,999,999,999
1375000:-1925000,1375000,-1925000,26,26,119,267,74,0.026026026026026,0.026026026026026,0.119119119119119,0.267267267267267,0.0740740740740741,999,999,999,999,999
1375000:-1975000,1375000,-1975000,111,111,291,380,120,0.111111111111111,0.111111111111111,0.291291291291291,0.38038038038038,0.12012012012012,999,999,999,999,999
1375000:-2025000,1375000,-2025000,552,552,564,559,514,0.552552552552553,0.552552552552553,0.564564564564565,0.55955955955956,0.514514514514514,999,999,999,999,999
1375000:-2075000,1375000,-2075000,397,397,592,608,234,0.397397397397397,0.397397397397397,0.592592592592593,0.608608608608609,0.234234234234234,999,999,999,999,999
1375000:-2125000,1375000,-2125000,302,302,727,705,43,0.302302302302302,0.302302302302302,0.727727727727728,0.705705705705706,0.043043043043043,999,999,999,999,999
1375000:-2175000,1375000,-2175000,311,311,847,798,26,0.311311311311311,0.311311311311311,0.847847847847848,0.798798798798799,0.026026026026026,999,999,999,999,999
1375000:-2225000,1375000,-2225000,491,491,435,399,504,0.491491491491492,0.491491491491492,0.435435435435435,0.399399399399399,0.504504504504504,999,999,999,999,999
1375000:-2275000,1375000,-2275000,23,23,284,379,4,0.023023023023023,0.023023023023023,0.284284284284284,0.379379379379379,0.004004004004004,999,999,999,999,999
1375000:-2325000,1375000,-2325000,550,550,407,324,627,0.550550550550551,0.550550550550551,0.407407407407407,0.324324324324324,0.627627627627628,999,999,999,999,999
1375000:-2375000,1375000,-2375000,167,167,562,608,30,0.167167167167167,0.167167167167167,0.562562562562563,0.608608608608609,0.03003003003003,999,999,999,999,999
1375000:-2425000,1375000,-2425000,62,62,360,440,33,0.0620620620620621,0.0620620620620621,0.36036036036036,0.44044044044044,0.033033033033033,999,999,999,999,999
1375000:-2475000,1375000,-2475000,45,45,217,345,68,0.045045045045045,0.045045045045045,0.217217217217217,0.345345345345345,0.0680680680680681,999,999,999,999,999
1375000:-2525000,1375000,-2525000,101,101,365,429,61,0.101101101101101,0.101101101101101,0.365365365365365,0.429429429429429,0.0610610610610611,999,999,999,999,999
1375000:-2575000,1375000,-2575000,318,318,805,745,29,0.318318318318318,0.318318318318318,0.805805805805806,0.745745745745746,0.029029029029029,999,999,999,999,999
1375000:-2625000,1375000,-2625000,76,76,469,530,12,0.0760760760760761,0.0760760760760761,0.469469469469469,0.530530530530531,0.012012012012012,999,999,999,999,999
1375000:-2675000,1375000,-2675000,96,96,459,534,33,0.0960960960960961,0.0960960960960961,0.459459459459459,0.534534534534535,0.033033033033033,999,999,999,999,999
1375000:-2725000,1375000,-2725000,225,225,381,432,182,0.225225225225225,0.225225225225225,0.381381381381381,0.432432432432432,0.182182182182182,999,999,999,999,999
1375000:-2775000,1375000,-2775000,564,564,483,455,595,0.564564564564565,0.564564564564565,0.483483483483483,0.455455455455455,0.595595595595596,999,999,999,999,999
1375000:-2825000,1375000,-2825000,504,504,381,293,653,0.504504504504504,0.504504504504504,0.381381381381381,0.293293293293293,0.653653653653654,999,999,999,999,999
1375000:-2875000,1375000,-2875000,199,199,35,63,738,0.199199199199199,0.199199199199199,0.035035035035035,0.0630630630630631,0.738738738738739,999,999,999,999,999
1375000:-2925000,1375000,-2925000,323,323,252,249,502,0.323323323323323,0.323323323323323,0.252252252252252,0.249249249249249,0.502502502502503,999,999,999,999,999
1375000:-2975000,1375000,-2975000,404,404,414,412,452,0.404404404404404,0.404404404404404,0.414414414414414,0.412412412412412,0.452452452452452,999,999,999,999,999
1375000:-3025000,1375000,-3025000,388,388,898,835,8,0.388388388388388,0.388388388388388,0.898898898898899,0.835835835835836,0.00800800800800801,999,999,999,999,999
1375000:-3075000,1375000,-3075000,2,2,197,458,1,0.002002002002002,0.002002002002002,0.197197197197197,0.458458458458458,0.001001001001001,999,999,999,999,999
1375000:-3125000,1375000,-3125000,23,23,256,415,10,0.023023023023023,0.023023023023023,0.256256256256256,0.415415415415415,0.01001001001001,999,999,999,999,999
1375000:-3175000,1375000,-3175000,697,697,903,835,229,0.697697697697698,0.697697697697698,0.903903903903904,0.835835835835836,0.229229229229229,999,999,999,999,999
1375000:-3225000,1375000,-3225000,158,158,182,263,322,0.158158158158158,0.158158158158158,0.182182182182182,0.263263263263263,0.322322322322322,999,999,999,999,999
1375000:-3275000,1375000,-3275000,194,194,611,625,46,0.194194194194194,0.194194194194194,0.611611611611612,0.625625625625626,0.046046046046046,999,999,999,999,999
1375000:-3325000,1375000,-3325000,78,78,715,662,0,0.0780780780780781,0.0780780780780781,0.715715715715716,0.662662662662663,0,999,999,999,999,999
1375000:-3375000,1375000,-3375000,114,114,238,318,156,0.114114114114114,0.114114114114114,0.238238238238238,0.318318318318318,0.156156156156156,999,999,999,999,999
1375000:-3425000,1375000,-3425000,36,36,194,354,57,0.036036036036036,0.036036036036036,0.194194194194194,0.354354354354354,0.0570570570570571,999,999,999,999,999
1375000:-3475000,1375000,-3475000,17,17,296,413,8,0.017017017017017,0.017017017017017,0.296296296296296,0.413413413413413,0.00800800800800801,999,999,999,999,999
1375000:-3525000,1375000,-3525000,65,65,241,342,87,0.0650650650650651,0.0650650650650651,0.241241241241241,0.342342342342342,0.0870870870870871,999,999,999,999,999
1375000:-3575000,1375000,-3575000,587,587,78,27,906,0.587587587587588,0.587587587587588,0.0780780780780781,0.027027027027027,0.906906906906907,999,999,999,999,999
1375000:-3625000,1375000,-3625000,225,225,419,454,206,0.225225225225225,0.225225225225225,0.419419419419419,0.454454454454454,0.206206206206206,999,999,999,999,999
1375000:-3675000,1375000,-3675000,73,73,305,426,77,0.0730730730730731,0.0730730730730731,0.305305305305305,0.426426426426426,0.0770770770770771,999,999,999,999,999
1375000:-3725000,1375000,-3725000,120,120,131,182,378,0.12012012012012,0.12012012012012,0.131131131131131,0.182182182182182,0.378378378378378,999,999,999,999,999
1375000:-3775000,1375000,-3775000,132,132,30,34,660,0.132132132132132,0.132132132132132,0.03003003003003,0.034034034034034,0.660660660660661,999,999,999,999,999
1375000:-3825000,1375000,-3825000,19,19,6,28,584,0.019019019019019,0.019019019019019,0.00600600600600601,0.028028028028028,0.584584584584585,999,999,999,999,999
1375000:-3875000,1375000,-3875000,3,3,29,189,107,0.003003003003003,0.003003003003003,0.029029029029029,0.189189189189189,0.107107107107107,999,999,999,999,999
1375000:-3925000,1375000,-3925000,394,394,627,617,182,0.394394394394394,0.394394394394394,0.627627627627628,0.617617617617618,0.182182182182182,999,999,999,999,999
1375000:-3975000,1375000,-3975000,305,305,319,348,365,0.305305305305305,0.305305305305305,0.319319319319319,0.348348348348348,0.365365365365365,999,999,999,999,999
1375000:-4025000,1375000,-4025000,891,891,951,937,618,0.891891891891892,0.891891891891892,0.951951951951952,0.937937937937938,0.618618618618619,999,999,999,999,999
1375000:-4075000,1375000,-4075000,980,980,884,959,970,0.980980980980981,0.980980980980981,0.884884884884885,0.95995995995996,0.970970970970971,999,999,999,999,999
1375000:-4125000,1375000,-4125000,791,791,575,568,867,0.791791791791792,0.791791791791792,0.575575575575576,0.568568568568569,0.867867867867868,999,999,999,999,999
1375000:-4175000,1375000,-4175000,510,510,58,29,909,0.510510510510511,0.510510510510511,0.0580580580580581,0.029029029029029,0.90990990990991,999,999,999,999,999
1375000:-4225000,1375000,-4225000,733,733,163,33,938,0.733733733733734,0.733733733733734,0.163163163163163,0.033033033033033,0.938938938938939,999,999,999,999,999
1375000:-4275000,1375000,-4275000,364,364,158,150,698,0.364364364364364,0.364364364364364,0.158158158158158,0.15015015015015,0.698698698698699,999,999,999,999,999
1375000:-4425000,1375000,-4425000,578,578,609,612,497,0.578578578578579,0.578578578578579,0.60960960960961,0.612612612612613,0.497497497497497,999,999,999,999,999
1375000:-4475000,1375000,-4475000,445,445,335,278,608,0.445445445445445,0.445445445445445,0.335335335335335,0.278278278278278,0.608608608608609,999,999,999,999,999
1375000:-4525000,1375000,-4525000,615,615,467,429,649,0.615615615615616,0.615615615615616,0.467467467467467,0.429429429429429,0.64964964964965,999,999,999,999,999
1375000:-4575000,1375000,-4575000,415,415,466,464,432,0.415415415415415,0.415415415415415,0.466466466466466,0.464464464464464,0.432432432432432,999,999,999,999,999
1375000:-4625000,1375000,-4625000,815,815,833,837,665,0.815815815815816,0.815815815815816,0.833833833833834,0.837837837837838,0.665665665665666,999,999,999,999,999
1375000:-4675000,1375000,-4675000,948,948,974,967,648,0.948948948948949,0.948948948948949,0.974974974974975,0.967967967967968,0.648648648648649,999,999,999,999,999
1375000:-4725000,1375000,-4725000,614,614,581,567,568,0.614614614614615,0.614614614614615,0.581581581581582,0.567567567567568,0.568568568568569,999,999,999,999,999
1375000:-4775000,1375000,-4775000,682,682,493,400,716,0.682682682682683,0.682682682682683,0.493493493493493,0.4004004004004,0.716716716716717,999,999,999,999,999
1425000:-1625000,1425000,-1625000,759,759,706,708,520,0.75975975975976,0.75975975975976,0.706706706706707,0.708708708708709,0.520520520520521,999,999,999,999,999
1425000:-1675000,1425000,-1675000,624,624,828,803,284,0.624624624624625,0.624624624624625,0.828828828828829,0.803803803803804,0.284284284284284,999,999,999,999,999
1425000:-1725000,1425000,-1725000,209,209,441,479,125,0.209209209209209,0.209209209209209,0.441441441441441,0.479479479479479,0.125125125125125,999,999,999,999,999
1425000:-1775000,1425000,-1775000,268,268,204,220,479,0.268268268268268,0.268268268268268,0.204204204204204,0.22022022022022,0.479479479479479,999,999,999,999,999
1425000:-1825000,1425000,-1825000,101,101,59,123,460,0.101101101101101,0.101101101101101,0.0590590590590591,0.123123123123123,0.46046046046046,999,999,999,999,999
1425000:-1875000,1425000,-1875000,63,63,57,113,360,0.0630630630630631,0.0630630630630631,0.0570570570570571,0.113113113113113,0.36036036036036,999,999,999,999,999
1425000:-1925000,1425000,-1925000,999,999,999,999,927,1,1,1,1,0.927927927927928,999,999,999,999,999
1425000:-1975000,1425000,-1975000,216,216,102,105,578,0.216216216216216,0.216216216216216,0.102102102102102,0.105105105105105,0.578578578578579,999,999,999,999,999
1425000:-2025000,1425000,-2025000,63,63,135,284,177,0.0630630630630631,0.0630630630630631,0.135135135135135,0.284284284284284,0.177177177177177,999,999,999,999,999
1425000:-2075000,1425000,-2075000,77,77,96,170,342,0.0770770770770771,0.0770770770770771,0.0960960960960961,0.17017017017017,0.342342342342342,999,999,999,999,999
1425000:-2125000,1425000,-2125000,225,225,124,153,541,0.225225225225225,0.225225225225225,0.124124124124124,0.153153153153153,0.541541541541542,999,999,999,999,999
1425000:-2175000,1425000,-2175000,777,777,699,710,705,0.777777777777778,0.777777777777778,0.6996996996997,0.710710710710711,0.705705705705706,999,999,999,999,999
1425000:-2225000,1425000,-2225000,198,198,399,454,180,0.198198198198198,0.198198198198198,0.399399399399399,0.454454454454454,0.18018018018018,999,999,999,999,999
1425000:-2275000,1425000,-2275000,31,31,443,528,1,0.031031031031031,0.031031031031031,0.443443443443443,0.528528528528528,0.001001001001001,999,999,999,999,999
1425000:-2325000,1425000,-2325000,49,49,377,477,14,0.049049049049049,0.049049049049049,0.377377377377377,0.477477477477477,0.014014014014014,999,999,999,999,999
1425000:-2375000,1425000,-2375000,83,83,407,482,29,0.0830830830830831,0.0830830830830831,0.407407407407407,0.482482482482482,0.029029029029029,999,999,999,999,999
1425000:-2425000,1425000,-2425000,14,14,261,464,5,0.014014014014014,0.014014014014014,0.261261261261261,0.464464464464464,0.005005005005005,999,999,999,999,999
1425000:-2475000,1425000,-2475000,152,152,266,340,208,0.152152152152152,0.152152152152152,0.266266266266266,0.34034034034034,0.208208208208208,999,999,999,999,999
1425000:-2525000,1425000,-2525000,68,68,186,337,148,0.0680680680680681,0.0680680680680681,0.186186186186186,0.337337337337337,0.148148148148148,999,999,999,999,999
1425000:-2575000,1425000,-2575000,270,270,201,215,486,0.27027027027027,0.27027027027027,0.201201201201201,0.215215215215215,0.486486486486487,999,999,999,999,999
1425000:-2625000,1425000,-2625000,105,105,491,526,26,0.105105105105105,0.105105105105105,0.491491491491492,0.526526526526527,0.026026026026026,999,999,999,999,999
1425000:-2675000,1425000,-2675000,760,760,518,429,814,0.760760760760761,0.760760760760761,0.518518518518518,0.429429429429429,0.814814814814815,999,999,999,999,999
1425000:-2725000,1425000,-2725000,281,281,221,242,467,0.281281281281281,0.281281281281281,0.221221221221221,0.242242242242242,0.467467467467467,999,999,999,999,999
1425000:-2775000,1425000,-2775000,229,229,355,389,252,0.229229229229229,0.229229229229229,0.355355355355355,0.389389389389389,0.252252252252252,999,999,999,999,999
1425000:-2825000,1425000,-2825000,73,73,206,368,118,0.0730730730730731,0.0730730730730731,0.206206206206206,0.368368368368368,0.118118118118118,999,999,999,999,999
1425000:-2875000,1425000,-2875000,3,3,14,139,83,0.003003003003003,0.003003003003003,0.014014014014014,0.139139139139139,0.0830830830830831,999,999,999,999,999
1425000:-2925000,1425000,-2925000,171,171,772,722,3,0.171171171171171,0.171171171171171,0.772772772772773,0.722722722722723,0.003003003003003,999,999,999,999,999
1425000:-2975000,1425000,-2975000,552,552,658,657,422,0.552552552552553,0.552552552552553,0.658658658658659,0.657657657657658,0.422422422422422,999,999,999,999,999
1425000:-3025000,1425000,-3025000,428,428,881,823,22,0.428428428428428,0.428428428428428,0.881881881881882,0.823823823823824,0.022022022022022,999,999,999,999,999
1425000:-3075000,1425000,-3075000,775,775,847,841,500,0.775775775775776,0.775775775775776,0.847847847847848,0.841841841841842,0.500500500500501,999,999,999,999,999
1425000:-3125000,1425000,-3125000,59,59,682,681,0,0.0590590590590591,0.0590590590590591,0.682682682682683,0.681681681681682,0,999,999,999,999,999
1425000:-3175000,1425000,-3175000,276,276,636,657,93,0.276276276276276,0.276276276276276,0.636636636636637,0.657657657657658,0.0930930930930931,999,999,999,999,999
1425000:-3225000,1425000,-3225000,27,27,46,163,226,0.027027027027027,0.027027027027027,0.046046046046046,0.163163163163163,0.226226226226226,999,999,999,999,999
1425000:-3275000,1425000,-3275000,355,355,537,569,190,0.355355355355355,0.355355355355355,0.537537537537538,0.56956956956957,0.19019019019019,999,999,999,999,999
1425000:-3325000,1425000,-3325000,190,190,520,571,64,0.19019019019019,0.19019019019019,0.520520520520521,0.571571571571572,0.0640640640640641,999,999,999,999,999
1425000:-3375000,1425000,-3375000,307,307,652,652,103,0.307307307307307,0.307307307307307,0.652652652652653,0.652652652652653,0.103103103103103,999,999,999,999,999
1425000:-3425000,1425000,-3425000,444,444,133,75,820,0.444444444444444,0.444444444444444,0.133133133133133,0.0750750750750751,0.820820820820821,999,999,999,999,999
1425000:-3475000,1425000,-3475000,21,21,202,374,24,0.021021021021021,0.021021021021021,0.202202202202202,0.374374374374374,0.024024024024024,999,999,999,999,999
1425000:-3525000,1425000,-3525000,17,17,323,444,3,0.017017017017017,0.017017017017017,0.323323323323323,0.444444444444444,0.003003003003003,999,999,999,999,999
1425000:-3575000,1425000,-3575000,314,314,584,590,177,0.314314314314314,0.314314314314314,0.584584584584585,0.590590590590591,0.177177177177177,999,999,999,999,999
1425000:-3625000,1425000,-3625000,409,409,120,80,770,0.409409409409409,0.409409409409409,0.12012012012012,0.0800800800800801,0.770770770770771,999,999,999,999,999
1425000:-3675000,1425000,-3675000,104,104,355,434,52,0.104104104104104,0.104104104104104,0.355355355355355,0.434434434434434,0.0520520520520521,999,999,999,999,999
1425000:-3725000,1425000,-3725000,158,158,379,436,109,0.158158158158158,0.158158158158158,0.379379379379379,0.436436436436436,0.109109109109109,999,999,999,999,999
1425000:-3775000,1425000,-3775000,87,87,136,206,275,0.0870870870870871,0.0870870870870871,0.136136136136136,0.206206206206206,0.275275275275275,999,999,999,999,999
1425000:-3825000,1425000,-3825000,21,21,7,28,468,0.021021021021021,0.021021021021021,0.00700700700700701,0.028028028028028,0.468468468468468,999,999,999,999,999
1425000:-3875000,1425000,-3875000,741,741,508,446,819,0.741741741741742,0.741741741741742,0.508508508508508,0.446446446446446,0.81981981981982,999,999,999,999,999
